#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
HGF	THBS1	9606.ENSP00000222390	9606.ENSP00000260356	0	0	0	0	0.062	0	0	0.523	0.533
HGF	LAMA1	9606.ENSP00000222390	9606.ENSP00000374309	0	0	0	0	0	0	0.900	0	0.900
HGF	INPPL1	9606.ENSP00000222390	9606.ENSP00000298229	0	0	0	0	0	0	0.900	0.211	0.917
HGF	SPINT2	9606.ENSP00000222390	9606.ENSP00000301244	0	0	0	0	0	0.143	0.900	0.519	0.955
HIBADH	MCCC1	9606.ENSP00000265395	9606.ENSP00000265594	0.042	0	0	0	0.136	0	0	0.493	0.544
HIP1	IFT57	9606.ENSP00000336747	9606.ENSP00000264538	0	0	0	0	0.064	0.486	0.800	0.474	0.942
HIP1	MYO1E	9606.ENSP00000336747	9606.ENSP00000288235	0	0	0	0	0.144	0.056	0	0.371	0.447
HIP1	PTCH1	9606.ENSP00000336747	9606.ENSP00000332353	0	0	0	0	0	0	0	0.468	0.468
HIST4H4	KDM5B	9606.ENSP00000443017	9606.ENSP00000356234	0	0	0	0	0	0.206	0	0.329	0.444
HOMER2	IFT57	9606.ENSP00000305632	9606.ENSP00000264538	0	0	0	0	0	0.676	0	0.236	0.742
HSP90B1	SDF2L1	9606.ENSP00000299767	9606.ENSP00000248958	0	0	0	0	0.513	0.392	0.360	0.429	0.877
HSP90B1	MESDC2	9606.ENSP00000299767	9606.ENSP00000261758	0	0	0	0	0.063	0	0	0.668	0.675
HSP90B1	TMED10	9606.ENSP00000299767	9606.ENSP00000303145	0	0	0	0	0.111	0.076	0	0.489	0.544
HSPG2	NID2	9606.ENSP00000363827	9606.ENSP00000216286	0	0	0	0	0.196	0.792	0.600	0.897	0.992
HSPG2	SRGN	9606.ENSP00000363827	9606.ENSP00000242465	0	0	0	0	0	0	0	0.563	0.563
HSPG2	THBS1	9606.ENSP00000363827	9606.ENSP00000260356	0	0	0	0	0.127	0	0	0.780	0.800
HSPG2	SUSD2	9606.ENSP00000363827	9606.ENSP00000351075	0	0	0	0	0.132	0	0	0.427	0.481
HSPG2	ITGA7	9606.ENSP00000363827	9606.ENSP00000452120	0	0	0	0	0.109	0.102	0	0.432	0.506
HSPG2	LAMA1	9606.ENSP00000363827	9606.ENSP00000374309	0	0	0	0.580	0.062	0.502	0.600	0.531	0.840
IL2RB	RHOBTB1	9606.ENSP00000216223	9606.ENSP00000338671	0	0	0	0	0.062	0	0	0.398	0.411
IL2RB	RUNX3	9606.ENSP00000216223	9606.ENSP00000382800	0	0	0	0	0.228	0	0	0.321	0.453
IL2RB	NFIL3	9606.ENSP00000216223	9606.ENSP00000297689	0	0	0	0	0.054	0	0	0.472	0.479
IL2RB	INPPL1	9606.ENSP00000216223	9606.ENSP00000298229	0	0	0	0	0.510	0	0.600	0	0.795
INPPL1	ITSN1	9606.ENSP00000298229	9606.ENSP00000370719	0	0	0	0	0.066	0.499	0	0.786	0.891
INPPL1	PIK3C2B	9606.ENSP00000298229	9606.ENSP00000356155	0	0	0	0	0.064	0.057	0.900	0.361	0.936
ITGA7	THBS1	9606.ENSP00000452120	9606.ENSP00000260356	0	0	0	0	0	0.112	0.600	0.142	0.668
ITGA7	ITGBL1	9606.ENSP00000452120	9606.ENSP00000365351	0	0	0	0	0.063	0.190	0	0.620	0.687
ITGA7	LAMA1	9606.ENSP00000452120	9606.ENSP00000374309	0	0	0	0	0.062	0.211	0.900	0.488	0.957
ITSN1	PIK3C2B	9606.ENSP00000370719	9606.ENSP00000356155	0	0	0	0	0.063	0.285	0	0.857	0.896
KCTD7	MMACHC	9606.ENSP00000275532	9606.ENSP00000383840	0	0	0	0	0	0	0	0.731	0.731
KIAA0922	LIAS	9606.ENSP00000386787	9606.ENSP00000261434	0	0	0	0	0	0	0	0.734	0.734
KIF5B	KIF5C	9606.ENSP00000307078	9606.ENSP00000393379	0	0	0	0.977	0	0.649	0.800	0.866	0.928
KIF5C	RTN1	9606.ENSP00000393379	9606.ENSP00000267484	0	0	0	0	0.357	0.158	0	0.181	0.518
KLF9	TSC22D3	9606.ENSP00000366330	9606.ENSP00000361458	0	0	0	0	0.123	0.056	0	0.411	0.470
KREMEN2	LRP5	9606.ENSP00000304422	9606.ENSP00000294304	0	0	0	0	0.098	0.146	0.600	0.698	0.894
KREMEN2	SOST	9606.ENSP00000304422	9606.ENSP00000301691	0	0	0	0	0	0	0	0.400	0.400
LAMA1	NID2	9606.ENSP00000374309	9606.ENSP00000216286	0	0	0	0	0.096	0.213	0.600	0.358	0.792
LAMA1	NTN4	9606.ENSP00000374309	9606.ENSP00000340998	0	0	0	0.665	0.145	0.230	0.600	0.522	0.761
LCLAT1	PLD1	9606.ENSP00000310551	9606.ENSP00000342793	0.049	0	0	0	0.052	0.059	0.650	0.172	0.709
LCLAT1	MON2	9606.ENSP00000310551	9606.ENSP00000377250	0	0	0	0	0.062	0.149	0	0.665	0.709
LEPREL1	TUBD1	9606.ENSP00000316881	9606.ENSP00000320797	0	0	0	0	0	0	0	0.674	0.674
LIAS	PABPC1L	9606.ENSP00000261434	9606.ENSP00000255136	0	0	0	0	0	0	0	0.448	0.448
LIAS	PAPSS1	9606.ENSP00000261434	9606.ENSP00000265174	0	0	0	0	0	0	0	0.430	0.430
LIAS	SDHAF1	9606.ENSP00000261434	9606.ENSP00000368165	0	0	0	0	0.062	0	0	0.622	0.631
LIAS	NDOR1	9606.ENSP00000261434	9606.ENSP00000360576	0	0	0	0	0.065	0.056	0	0.720	0.731
LRP5	THBS1	9606.ENSP00000294304	9606.ENSP00000260356	0	0	0	0	0	0.213	0	0.576	0.652
LRP5	MESDC2	9606.ENSP00000294304	9606.ENSP00000261758	0	0	0	0	0	0.482	0	0.965	0.981
LRP5	MEDAG	9606.ENSP00000294304	9606.ENSP00000369849	0	0	0	0	0.546	0	0	0	0.546
LRP5	SOST	9606.ENSP00000294304	9606.ENSP00000301691	0	0	0	0	0	0.619	0.800	0.995	0.999
LRRC14	SERPINI1	9606.ENSP00000292524	9606.ENSP00000295777	0	0	0	0	0	0	0	0.512	0.512
LRRC16A	MYO1E	9606.ENSP00000331983	9606.ENSP00000288235	0	0	0	0	0	0	0	0.417	0.417
LRRC16A	PDLIM2	9606.ENSP00000331983	9606.ENSP00000312634	0	0	0	0	0	0	0.540	0	0.540
LRRC16A	MYO1B	9606.ENSP00000331983	9606.ENSP00000376132	0	0	0	0	0	0	0	0.527	0.527
LSM3	SNRNP27	9606.ENSP00000302160	9606.ENSP00000244227	0	0	0	0	0.324	0	0.600	0	0.718
MAGED1	MTF2	9606.ENSP00000364847	9606.ENSP00000359321	0	0	0	0	0.062	0	0	0.455	0.466
MAP1LC3C	WIPI1	9606.ENSP00000349785	9606.ENSP00000262139	0	0	0	0	0.148	0.180	0	0.627	0.717
MAP1LC3C	SQSTM1	9606.ENSP00000349785	9606.ENSP00000374455	0	0	0	0	0.071	0.755	0	0.597	0.900
MBP	MYT1L	9606.ENSP00000380958	9606.ENSP00000396103	0	0	0	0	0.125	0	0	0.370	0.425
MCCC1	MMACHC	9606.ENSP00000265594	9606.ENSP00000383840	0	0	0	0	0.062	0	0	0.419	0.432
MEF2D	PPP3CB	9606.ENSP00000271555	9606.ENSP00000378306	0	0	0	0	0.080	0.103	0.900	0.219	0.926
MESDC2	SOST	9606.ENSP00000261758	9606.ENSP00000301691	0	0	0	0	0	0	0	0.465	0.465
MGP	SOST	9606.ENSP00000228938	9606.ENSP00000301691	0	0	0	0	0	0	0	0.403	0.403
MMP11	ST5	9606.ENSP00000215743	9606.ENSP00000433528	0	0	0	0	0.062	0	0	0.756	0.761
MMP11	TIMP2	9606.ENSP00000215743	9606.ENSP00000262768	0	0	0	0	0	0.180	0	0.735	0.774
MMP24	TIMP2	9606.ENSP00000246186	9606.ENSP00000262768	0	0	0	0	0	0.180	0.650	0.567	0.865
MON2	SNX8	9606.ENSP00000377250	9606.ENSP00000222990	0	0	0	0	0.112	0.063	0	0.359	0.420
MON2	NEO1	9606.ENSP00000377250	9606.ENSP00000341198	0	0	0	0	0	0.105	0	0.567	0.596
MYO1B	TSPAN31	9606.ENSP00000376132	9606.ENSP00000257910	0	0	0	0	0	0	0	0.488	0.488
NEO1	NTN4	9606.ENSP00000341198	9606.ENSP00000340998	0	0	0	0	0.092	0.316	0	0.966	0.977
NEO1	RGMA	9606.ENSP00000341198	9606.ENSP00000452126	0	0	0	0	0.063	0.324	0.800	0.992	0.999
NFIL3	SUGP2	9606.ENSP00000297689	9606.ENSP00000472286	0	0	0	0	0	0	0	0.492	0.492
NID2	THBS1	9606.ENSP00000216286	9606.ENSP00000260356	0	0	0	0	0.115	0	0	0.353	0.403
NUP214	TNPO3	9606.ENSP00000352400	9606.ENSP00000265388	0	0	0	0	0.122	0.132	0	0.611	0.678
NUP214	NXF3	9606.ENSP00000352400	9606.ENSP00000378504	0	0	0	0	0	0.338	0	0.754	0.830
OXNAD1	PPP6R3	9606.ENSP00000285083	9606.ENSP00000377390	0	0	0	0	0	0	0	0.430	0.430
PAPSS1	SULT1A1	9606.ENSP00000265174	9606.ENSP00000378972	0	0	0	0	0.062	0	0	0.542	0.552
PIK3C2B	TEAD3	9606.ENSP00000356155	9606.ENSP00000345772	0	0	0	0	0	0.103	0	0.379	0.419
POLR2H	SKP1	9606.ENSP00000415536	9606.ENSP00000231487	0	0	0	0	0.105	0.369	0	0.066	0.426
POLR2H	SNAPC4	9606.ENSP00000415536	9606.ENSP00000298532	0	0	0	0	0.063	0	0.600	0	0.609
POLR2H	SNRNP48	9606.ENSP00000415536	9606.ENSP00000339834	0	0	0	0	0	0	0.600	0	0.600
PPP1R14A	SPINT2	9606.ENSP00000301242	9606.ENSP00000301244	0	0	0	0	0	0	0	0.573	0.573
PPP3CB	TMEM200A	9606.ENSP00000378306	9606.ENSP00000376224	0	0	0	0	0	0.478	0	0	0.478
PSMD11	SKP1	9606.ENSP00000261712	9606.ENSP00000231487	0	0	0	0	0.200	0	0	0.293	0.410
PSMD11	RUNX3	9606.ENSP00000261712	9606.ENSP00000382800	0	0	0	0	0	0	0.900	0.142	0.910
PTCH1	ZNF169	9606.ENSP00000332353	9606.ENSP00000378792	0	0	0	0	0	0.102	0	0.508	0.539
PTPRM	TSPAN31	9606.ENSP00000463325	9606.ENSP00000257910	0	0	0	0	0	0.056	0	0.507	0.515
RARRES1	SNAPC4	9606.ENSP00000237696	9606.ENSP00000298532	0	0	0	0	0	0	0	0.504	0.504
RFESD	SPATA9	9606.ENSP00000413592	9606.ENSP00000274432	0	0	0	0	0.088	0	0	0.655	0.672
RHOBTB1	TIAM1	9606.ENSP00000338671	9606.ENSP00000286827	0	0	0	0	0	0.206	0	0.462	0.555
RNF11	SH3RF1	9606.ENSP00000242719	9606.ENSP00000284637	0	0	0	0	0.054	0	0	0.521	0.527
RNMTL1	TRUB2	9606.ENSP00000306080	9606.ENSP00000361982	0.060	0	0	0	0.078	0.117	0	0.541	0.602
RUNX3	TEAD3	9606.ENSP00000382800	9606.ENSP00000345772	0	0	0	0	0	0	0.600	0.179	0.657
SCFD1	TMED10	9606.ENSP00000390783	9606.ENSP00000303145	0	0	0	0	0.105	0.312	0.900	0.259	0.948
SCFD1	STX12	9606.ENSP00000390783	9606.ENSP00000363054	0	0	0	0	0.063	0.260	0	0.476	0.605
SCFD1	YPEL5	9606.ENSP00000390783	9606.ENSP00000368835	0	0	0	0	0.062	0	0	0.506	0.516
SCFD1	VPS11	9606.ENSP00000390783	9606.ENSP00000481126	0	0	0	0	0.147	0.326	0	0.397	0.623
SDF4	TUBD1	9606.ENSP00000353094	9606.ENSP00000320797	0	0	0	0	0	0	0	0.632	0.632
SKP1	THOP1	9606.ENSP00000231487	9606.ENSP00000304467	0	0	0	0	0.079	0	0	0.426	0.448
SNTB1	STX12	9606.ENSP00000378965	9606.ENSP00000363054	0	0	0	0	0	0	0	0.416	0.416
SPINT2	TMEM147	9606.ENSP00000301244	9606.ENSP00000222284	0	0	0	0	0	0	0	0.446	0.446
SQSTM1	WIPI1	9606.ENSP00000374455	9606.ENSP00000262139	0	0	0	0	0.067	0.255	0	0.673	0.753
SQSTM1	VANGL2	9606.ENSP00000374455	9606.ENSP00000357040	0	0	0	0	0	0.270	0	0.404	0.546
STX12	VPS11	9606.ENSP00000363054	9606.ENSP00000481126	0	0	0	0	0.067	0.612	0	0.548	0.822
TEAD3	VGLL4	9606.ENSP00000345772	9606.ENSP00000404251	0	0	0	0	0.062	0.644	0	0.568	0.843
THBS1	TIMP2	9606.ENSP00000260356	9606.ENSP00000262768	0	0	0	0	0.085	0	0	0.472	0.497
VPS11	WIPI1	9606.ENSP00000481126	9606.ENSP00000262139	0	0	0	0	0.066	0	0	0.395	0.411
